Plot,Observed,Predicted
208,2,2.536845
209,7,4.8032384
210,9,8.05913
211,4,4.869025
212,7,8.898765
213,14,9.780168
214,8,4.748082
215,5,7.890731
216,3,6.783541
217,4,7.8761377
218,5,7.799439
219,7,5.68077
220,9,6.996304
221,7,6.844006
222,8,10.993118
223,8,6.5314636
224,17,10.490422
225,6,6.6588182
226,8,7.8494563
227,4,7.049875
228,3,5.9854426
229,7,3.3280752
230,2,4.528689
231,11,6.661715
232,8,5.737074
233,6,7.8653345
234,5,6.7936854
235,3,4.443836
236,7,6.067649
237,4,4.395878
238,6,7.706489
239,6,7.6321597
240,11,7.9087205
241,9,7.469588
242,8,9.620901
243,5,7.3535953
244,7,8.553587
245,5,7.799439
246,5,5.265576
247,13,8.447519
248,12,6.1310034
249,10,6.965471
250,1,1.4449478
251,12,7.7527695
252,1,1.5077037
253,4,6.9009705
254,7,8.844397
255,13,8.439276
256,3,4.8746815
257,10,6.7117085
258,6,8.342653
259,6,5.1974792
260,12,6.8753886
261,4,5.3768167
262,4,5.2172394
263,16,15.696253
264,10,10.223204
265,11,8.762276
266,3,6.1092525
267,11,6.115543
268,7,4.307221
269,2,6.985979
270,11,6.8668714
271,9,8.071431
272,5,4.527603
273,2,2.9955144
274,10,9.772207
275,9,7.538047
276,4,6.2215247
277,9,7.622875
278,13,10.79005
279,14,9.130098
280,4,7.5378494
281,7,5.8461494
282,5,10.085623
283,4,0.7807447
284,7,6.7556515
285,6,5.8414845
286,17,11.769414
287,12,12.430725
288,13,5.009842
289,8,6.26121
290,7,7.846606
291,8,7.8780413
292,3,5.509054
293,8,7.2664757
294,5,7.031957
295,13,12.382508
296,11,8.5591345
297,8,6.7572193
298,6,7.6025476
299,5,9.369492
300,2,2.99788
301,15,9.467012
302,3,7.5548115
303,8,6.5123076
304,5,7.076803
305,2,2.271667
306,18,9.140621
307,10,8.528598
308,9,7.773563
309,10,5.7727103
310,6,9.345183
311,10,9.924703
312,9,9.5674925
313,10,7.0352907
314,4,5.6569448
315,5,7.315232
316,5,6.863398
317,4,4.578037
318,3,7.2844114
319,7,9.947619
320,1,3.352745
321,4,6.4322643
322,1,1.7319438
323,14,9.635702
324,7,8.1152115
325,10,5.990374
326,4,9.87369
327,13,6.843615
328,10,10.121461
329,8,4.6148973
330,3,4.4673815
331,3,2.402771
332,8,3.625485
333,4,5.4764743
334,5,4.409463
335,13,7.992273
336,8,7.6997924
337,12,7.9287677
338,4,6.7358947
339,4,2.1236718
340,11,7.675705
341,13,11.930329
342,5,6.3755383
343,12,6.4023533
344,17,10.482573
345,2,4.6769023
346,12,6.885636
347,7,7.6176157
348,11,7.3726506
349,10,9.600886
350,2,4.7574635
351,3,8.952198
352,7,3.4805884
353,9,7.3811255
354,7,5.9032736
355,4,6.263451
356,4,6.397708
357,3,4.531786
358,15,11.058344
359,8,7.7477975
360,3,4.7911043
361,5,9.113511
362,3,8.459047
363,8,5.926448
364,7,6.509698
365,9,6.962592
366,4,8.005066
367,7,9.201972
368,3,7.0833406
369,3,2.3783553
370,7,10.7736025
371,10,4.741111
372,1,0.35142896
373,7,8.124212
374,11,11.290487
375,21,12.660339
376,6,7.9280796
377,12,7.847102
378,3,2.7552829
379,11,8.31854
380,12,9.394954
381,11,9.84996
382,2,2.891791
383,9,5.1780715
384,14,9.381337
385,7,8.975385
386,6,6.817375
387,16,9.459797
388,16,9.5768175
389,6,6.5906324
390,1,5.1643476
391,3,3.1778128
392,5,6.3978868
393,8,7.093471
394,10,7.625844
395,3,4.2612143
396,4,8.401865
397,2,2.7612057
398,8,7.0565248
399,5,8.554481
400,3,3.5373821
401,2,4.128402
402,4,7.6340733
403,14,7.8269396
404,5,7.0707846
405,11,7.0976696
406,6,5.2395263
407,7,6.379611
408,15,11.040713
409,6,3.8301969
410,5,6.605026
411,2,2.3776026
412,8,8.56433
413,5,6.408263
414,17,9.823132
415,6,7.0585384
416,4,5.7775064
417,13,9.027629
418,2,5.357241
419,9,4.1961684
420,5,4.328622
421,9,5.937535
422,11,9.711103
423,2,4.3812327
424,16,11.634852
425,9,6.0054436
426,10,7.8348455
427,4,5.2563353
428,1,4.7248015
429,15,8.773481
430,9,7.370183
431,8,4.2106876
432,2,1.4348297
433,7,8.41106
434,7,6.982668
435,6,8.692854
436,6,6.2209744
437,6,6.8298635
438,11,5.6675467
439,0,3.9257808
440,9,7.1067767
441,9,8.566699
442,6,9.838795
443,10,7.3832684
444,6,5.127103
445,10,9.56771
446,6,5.5737915
447,4,5.0709214
448,1,2.4095993
449,10,9.9895115
450,11,8.059529
451,8,7.4247828
452,5,4.854496
453,4,5.7507906
454,1,4.753751
455,4,6.4631333
456,4,4.9759426
457,8,6.646342
458,4,6.7034326
459,10,8.605938
460,10,13.462162
461,12,9.08173
462,5,8.313765
463,5,7.358088
464,13,9.610249
465,12,6.4564376
466,6,6.7317104
467,6,7.511171
468,14,9.433529
469,6,5.834259
470,11,11.953393
471,4,7.3872538
472,8,5.0661726
473,8,3.1751368
474,7,7.8049498
475,5,4.126235
476,8,7.159525
477,7,11.172099
478,6,5.5737915
479,7,7.011913
480,15,10.505606
481,7,9.608596
482,7,4.09981
483,7,8.887536
484,2,0.44256908
485,10,8.045625
486,6,6.038449
487,3,3.530755
488,5,3.7308297
489,7,7.919679
490,3,8.070521
491,12,11.336266
492,10,8.447076
493,8,8.4487095
494,7,7.8008466
495,5,5.53342
496,10,6.0392184
497,1,0.9961076
498,6,8.136779
499,6,5.9952354
500,11,6.781583
501,12,9.518039
502,10,9.333909
503,5,7.45483
504,11,6.9551105
505,7,5.687497
506,2,1.4710592
507,4,3.6446605
508,15,9.462652
509,13,6.383121
510,5,6.8936567
511,5,3.5228918
512,7,7.505929
513,11,8.192829
514,7,7.888691
515,14,9.66532
516,9,10.065286
517,5,8.251184
518,8,5.616591
519,6,6.013774
520,5,7.5664186
521,7,6.8755956
522,5,6.9357452
523,9,8.241406
524,7,8.590945
525,3,5.1445355
526,9,9.988433
527,3,8.541439
528,8,5.2988043
529,5,4.348078
530,2,4.229088
531,9,7.388484
532,2,3.5829408
533,14,9.527218
534,4,5.3854513
535,1,1.2001214
536,4,6.697184
537,12,6.740484
538,5,5.063265
539,14,8.30272
540,5,7.9525423
541,4,6.08226
542,14,6.6267323
543,6,6.25544
544,3,3.5023336
545,5,8.227056
546,6,5.7114625
547,7,7.7922263
548,6,9.376026
549,8,7.6797595
550,13,8.43321
551,1,1.2097489
552,4,9.046347
553,8,5.9665885
554,4,5.683684
555,7,5.429548
556,11,10.552942
557,4,3.729839
558,10,6.2626987
559,7,8.527669
560,2,1.0730747
561,13,5.7697573
562,2,6.1041718
563,3,6.275415
564,7,6.735455
565,8,9.425418
566,3,4.016685
567,3,2.7834606
568,4,5.781227
569,4,5.7071285
570,6,6.4602995
571,13,10.463403
572,6,7.66107
573,14,10.615626
574,5,8.255825
575,10,5.0726542
576,8,6.1735277
577,5,8.103274
578,4,5.5718827
579,13,6.710936
580,12,6.987157
581,8,8.825878
582,7,9.126321
583,7,8.504201
584,2,6.0510745
585,16,12.05089
586,6,5.019937
587,4,8.226424
588,11,11.494321
589,5,7.337112
590,1,1.2646825
591,4,5.389009
592,3,5.085413
593,10,7.6657577
594,9,8.304798
595,6,6.7029114
596,1,0.8254514
597,5,7.263861
598,3,6.6074085
599,6,6.5736704
600,9,8.112437
601,1,6.4198184
602,1,4.7507877
603,6,6.2504973
604,5,5.6070385
605,11,7.1465983
606,6,7.3638606
607,4,5.763792
608,6,8.394521
609,10,8.107049
610,11,6.016501
611,9,7.71907
612,11,7.9847603
613,6,4.94553
614,11,6.8692303
615,5,8.11934
616,8,6.0970626
617,2,5.637452
618,4,4.6897106
619,16,9.210759
620,5,8.093425
621,10,6.5494213
622,3,4.473438
623,2,3.0067537
624,3,3.7305808
625,3,6.102121
626,5,4.711129
627,12,9.862941
628,7,6.3484025
629,5,4.518991
630,12,6.3503203
631,3,3.0434291
632,8,8.581515
633,6,3.6401215
634,1,1.8909456
635,2,2.8878162
636,5,3.7977831
637,10,8.823543
638,5,6.192109
639,6,10.988909
640,6,6.0913033
641,13,11.189633
642,4,6.6762576
643,10,7.7352896
644,4,8.673
645,1,3.6751213
646,12,8.070664
647,8,6.904119
648,4,8.041103
649,7,8.607259
650,4,4.450948
651,3,7.1446667
652,7,7.435014
653,1,3.4481719
654,11,9.645272
655,9,9.28841
656,6,7.01934
657,5,6.3645096
658,6,6.984374
659,11,9.622877
660,2,3.8829048
661,4,6.7005377
662,3,2.7984655
663,10,8.495173
664,7,7.439785
665,0,2.0789442
666,6,4.7906704
667,5,6.7461424
668,10,10.776443
669,6,5.324406
670,6,5.482585
671,4,4.678147
672,3,4.706643
673,1,1.3386767
674,11,9.398501
675,5,6.4706564
676,6,10.55401
677,4,1.3370552
678,9,9.143351
679,4,3.464926
680,6,7.1466146
681,8,9.067495
682,9,4.7661867
683,6,4.688364
684,9,9.003122
685,4,5.1628947
686,7,6.8521495
687,7,5.0954704
688,11,7.204328
689,10,7.262059
690,2,4.1283436
691,2,4.4706416
692,8,9.021544
693,5,7.724113
694,9,6.6245418
695,12,8.280183
696,5,6.192109
697,3,6.7785587
698,6,8.243135
699,3,7.0547075
700,10,8.514051
701,3,4.293535
702,5,5.0606675
703,4,4.788584
704,9,7.6208754
705,8,7.0361986
706,14,11.545552
707,8,8.218064
708,5,5.475203
709,5,5.8335576
710,7,5.8983755
711,3,4.287567
712,4,5.749525
713,8,9.3581085
714,6,7.197231
715,9,8.425745
716,8,8.601872
717,6,5.801602
718,11,6.998182
719,8,7.400164
720,4,8.401302
721,9,8.129413
722,11,7.583302
723,5,5.917233
724,3,7.782008
725,2,3.8263593
726,8,7.562472
727,1,4.367096
728,11,4.090987
729,4,5.189144
730,8,8.173219
731,2,8.169103
732,11,7.4520435
733,3,3.2109466
734,4,2.6581151
735,16,8.513897
736,5,9.278936
737,14,13.713907
738,5,5.3216395
739,10,8.3917885
740,5,5.2881904
741,14,9.623189
742,8,7.417382
743,4,3.0288017
744,14,6.3081183
745,7,6.3358245
746,6,6.545709
747,2,2.7997766
748,8,3.9685562
749,6,5.93009
750,11,5.63645
751,3,4.7233653
752,0,1.0349065
753,6,7.036266
754,6,5.4895253
755,5,7.263721
756,3,6.7801046
757,2,8.40726
758,4,6.9157567
759,9,4.1960382
760,3,6.1973023
761,9,8.786361
762,10,6.249905
763,10,8.1287
764,5,10.374524
765,2,3.5951827
766,9,6.0071697
767,9,6.479751
768,2,2.1781964
769,6,6.8571563
770,1,3.998152
771,3,5.038267
772,8,6.568361
773,4,6.8685203
774,5,4.165433
775,10,8.130401
776,8,8.302472
777,9,8.300948
778,11,8.908825
779,7,5.8679914
780,5,7.151904
781,20,11.237913
782,1,3.3414526
783,3,2.9002423
784,5,5.8729205
785,5,6.5890827
786,5,5.3811812
787,14,9.725563
788,12,13.160233
789,6,10.570833
790,8,5.2544727
791,6,8.430167
792,6,5.5093036
793,7,9.009957
794,6,8.651988
795,4,4.9979153
796,7,5.3093295
797,4,3.6157687
798,11,8.252895
799,7,6.7339664
800,15,15.813072
801,5,5.988758
802,8,10.311039
803,6,7.3142376
804,4,5.1415033
805,7,6.7935967
806,5,4.377051
807,6,9.51648
808,13,11.211916
809,8,10.960706
810,13,8.405111
811,7,5.0912867
812,6,6.002174
813,5,6.6676364
814,13,8.736818
815,5,5.7088494
816,4,8.065897
817,8,7.2279243
818,5,5.2460504
819,9,11.874027
820,15,10.642787
821,3,3.530627
822,6,5.382402
823,6,5.938352
824,6,7.8160896
825,7,4.883321
826,7,5.4599686
827,13,11.486767
828,9,5.4607253
829,9,4.6200757
830,7,6.906121
831,10,6.075325
832,6,7.625336
833,8,8.055856
834,12,8.064828
835,7,6.878818
836,4,5.6071258
837,4,3.8462815
838,7,7.329873
839,11,7.37564
840,5,7.9142675
841,9,7.4258637
842,5,3.1792333
843,11,6.9622073
844,8,5.895543
845,8,6.1664877
846,4,5.6006055
847,8,5.215485
848,9,8.069831
849,15,8.977024
850,6,6.1830974
851,10,9.648825
852,3,4.7236476
853,9,8.6398535
854,5,6.6170363
855,1,2.1271589
856,7,9.749515
857,7,4.576411
858,7,6.9789395
859,3,5.51184
860,3,3.187586
861,17,9.237703
862,8,6.9355597
863,9,8.671232
864,4,5.8669024
865,6,5.9571724
866,8,7.1157985
867,9,6.3053703
868,3,1.2910576
869,7,4.916075
870,12,13.842018
871,11,7.6048627
872,4,8.453508
873,2,2.6180637
874,11,9.481302
875,4,5.38347
876,19,12.072749
877,6,4.017991
878,6,4.8555026
879,3,3.4490292
880,2,4.589216
881,2,7.1832957
882,10,8.781275
883,10,5.8130217
884,8,7.1033697
885,9,7.3035917
886,5,8.750012
887,0,4.983265
888,11,7.3989673
889,13,10.495172
890,1,1.2218881
891,8,7.430535
892,10,7.863697
893,8,8.032755
894,8,7.1722975
895,3,4.379466
896,3,5.2162104
897,8,8.291771
898,10,6.3814917
899,10,7.3021555
900,13,8.807388
901,6,7.7819796
902,1,2.8570154
903,17,11.998772
904,6,8.511835
905,7,8.2389145
906,8,5.7410417
907,3,5.0791564
908,4,5.474313
909,3,7.730094
910,5,6.734467
911,7,3.2617998
912,2,8.812547
913,7,6.7666764
914,0,0.80688405
915,6,8.199261
916,7,8.224423
917,4,8.986742
918,5,5.476338
919,4,4.654185
920,4,5.47828
921,13,10.025843
922,0,0.2818017
923,11,8.102219
924,12,10.202193
925,6,5.8256764
926,1,4.803652
927,4,6.0231385
928,9,6.316219
929,8,6.309129
930,7,6.058248
931,11,8.494739
932,10,6.5590453
933,5,5.367095
934,7,7.8901587
935,6,7.5922256
936,5,5.013765
937,6,6.149346
938,3,6.000866
939,8,7.7600756
940,3,4.2572494
941,5,6.201483
942,6,8.631225
943,3,3.868619
944,5,3.6325886
945,3,7.5724263
946,5,6.6081867
947,5,8.790271
948,7,9.04103
949,6,6.504344
950,2,3.2560444
951,7,9.687908
952,10,7.0837636
953,4,6.8850093
954,15,10.720478
955,5,5.1000423
956,5,6.027065
957,19,11.926983
958,1,3.1804714
959,7,4.2842603
960,12,5.0416512
961,5,8.741438
962,3,4.047213
963,5,4.360693
964,4,5.51845
965,12,11.731898
966,12,8.525521
967,7,6.0979977
968,6,9.38924
969,4,4.332358
970,6,8.773245
971,11,6.3789635
972,10,10.081277
973,6,6.765931
974,8,6.6027117
975,1,3.2532995
976,1,4.82789
977,13,8.206693
978,7,6.5488706
979,2,1.500769
980,1,2.2154837
981,7,8.318752
982,5,4.581685
983,6,7.337391
984,8,7.4436965
985,4,5.1629386
986,7,4.805466
987,15,7.717863
988,7,6.1246877
989,5,11.308247
990,2,7.4274755
991,8,5.7410417
992,11,8.230726
993,16,10.618175
994,5,6.062489
995,4,9.013773
996,1,1.3522468
997,9,8.273232
998,6,4.1860757
999,5,8.569817
