"Observed","RF","LMM"
3,4.47861666666667,3.73886230427267
5,6.06766666666667,5.15860057163557
7,8.59865,5.50512397816827
3,6.96368333333333,5.69478764460054
12,11.6301,7.41178351853578
10,8.5793,5.31148326163034
8,7.30556666666666,6.11093725538674
7,7.90981666666667,5.205745834598
5,4.66311666666667,4.98740930112328
10,6.5084,4.00774418907327
1,2.71218333333333,2.50780949974554
6,8.22363333333334,5.58465026676713
6,6.33323333333333,5.04958629176671
11,8.07489999999999,5.42817382221375
12,9.71675,6.90605472013677
10,6.94893333333334,4.83592378682406
5,7.49441666666667,5.54915824343863
11,6.66735,6.38586282623611
7,5.47636666666667,3.75296716749044
2,2.2105,0.045635170765125
4,6.13495,4.39173212605613
15,9.16058333333334,6.40631358362695
13,7.45763333333334,3.96574117804821
5,6.99473333333333,5.82555317151309
5,7.1033,5.52031195844613
7,7.5878,5.49613930331425
11,9.685,5.77969197445951
7,6.36048333333333,4.55774559441209
14,8.57186666666667,6.49435788643506
9,8.9547,4.81574849038059
5,7.87221666666666,6.46460367179555
8,6.31211666666667,4.93189181371404
6,8.08921666666666,5.80733162602895
5,6.33251666666668,4.77200940876318
7,7.1881,5.02166282571729
5,5.98048333333333,5.99709875300823
9,7.1894,5.37960270301494
7,7.96791666666667,6.33824035051446
3,5.30143333333333,4.47017991437662
9,9.95801666666667,6.1601574710005
3,6.85416666666666,3.2661522581536
8,7.96868333333333,5.51279519545559
5,6.04881666666667,4.68301493087583
2,5.34181666666666,4.09428753930048
9,7.67758333333334,5.42293948454853
2,2.72728333333333,-0.154266637738497
14,6.94233333333334,5.96827436599797
4,4.62838333333333,3.85228364813668
1,1.69068333333333,-0.536404873429892
4,7.7761,5.18373377144154
12,7.31838333333334,6.50219115618465
5,7.88836666666666,4.50413942206553
14,10.4732333333333,6.34835579281933
5,7.86034999999999,5.89170275187861
4,7.23285,5.20043222702134
14,6.64903333333334,4.88392713139078
6,6.72186666666667,4.77618838589112
3,2.52548333333333,2.85702136926653
5,6.39345,4.74923387163362
6,6.56738333333333,5.28366344184932
7,7.82495,7.00189473888011
6,7.60463333333333,6.34237267528836
8,5.57756666666667,4.86777540543525
13,7.63133333333333,5.07425987940569
1,1.60881666666667,5.79999319453588
4,7.55021666666667,4.41978872049673
8,7.45705,5.29401652544793
4,7.42930000000001,4.63973728532176
7,7.36919999999999,5.03786943445883
11,7.11115,4.78618560911271
4,5.32245,3.47678176788047
10,7.82958333333333,6.29711240371036
7,6.63338333333333,4.47421405636442
2,1.844,-0.671239476909403
13,5.99366666666666,5.20473936113015
2,5.79125,4.96059268775113
3,6.64005,5.02604569104258
7,5.95736666666667,4.80316865351549
8,10.8878166666667,6.50725185124579
3,5.75146666666667,5.23986699425044
3,2.8798,0.723506719151333
4,6.6695,4.12391589243252
4,4.98238333333334,5.22441535609296
6,5.43553333333333,4.88139051391645
13,8.73191666666668,6.23038046315145
6,7.59326666666667,4.57014093571048
14,8.40831666666667,5.49270970699933
5,6.86563333333334,3.96823862116621
10,6.7994,6.18095899873495
8,6.53268333333333,5.98489615264305
5,8.96551666666667,6.1781484168196
4,6.66306666666666,5.44109167496024
13,8.96518333333333,6.27690147520345
12,7.06953333333333,4.97202652425025
8,6.0243,5.09500653215032
7,9.72993333333334,7.57430625898089
7,7.5293,6.21505586658233
2,5.91793333333334,3.73979875041991
16,12.8397333333333,7.51402733616665
6,5.13978333333334,5.27490698696099
4,6.93155000000001,6.12414164273789
11,11.2913,5.60354240903301
5,7.04006666666667,4.86320216251373
1,3.54981666666667,4.95364265334702
4,4.8783,3.60828872654915
3,5.5707,4.18378970081239
10,4.30876666666667,4.35541667713857
9,9.81163333333332,6.71391311330508
6,8.17403333333334,6.55202947436709
1,1.74865,2.03833721260318
5,7.46451666666667,6.53572319176523
3,8.10555,7.30163374485427
6,6.69893333333333,6.11360618640041
9,7.55243333333333,5.17521381014556
1,9.47849999999999,6.01930363209918
1,10.09325,6.19731319725109
6,5.81428333333333,4.22304848969025
5,5.49633333333333,4.83557066328481
11,8.61546666666667,6.78237941870309
6,6.53643333333334,4.79882012055727
4,6.00516666666666,4.64422316960469
6,5.65908333333334,2.93052899290874
10,8.25163333333333,6.35981521275239
11,6.36166666666667,4.11559956153658
9,6.82953333333333,5.90577347690757
11,6.11505,7.67180006380046
6,6.5069,4.67423291337653
11,6.66905,5.51825373154759
5,8.38046666666666,6.14856788763758
8,6.53966666666667,4.71133113714601
2,6.24823333333333,4.58383375861967
4,5.29825,5.36429802066158
16,8.95495,6.77334122923963
5,9.28683333333333,6.66032211750245
10,5.59473333333333,4.87953045030513
3,3.94115,3.99076511370591
2,2.754,3.42376323997219
3,5.5047,4.39093587211168
3,6.21055,5.08036628221625
5,5.40368333333333,5.10592847514132
12,8.44863333333333,5.79827003719456
7,5.84065,4.31860266368535
5,6.0627,4.36843089916022
12,6.46961666666667,4.51038507041982
3,4.16706666666666,3.15639193298044
8,8.45318333333334,6.01326403101844
6,5.62551666666667,5.25927273227887
1,2.56946666666667,-0.345043665359701
2,5.61108333333333,3.45590800514019
5,5.6887,4.54789370558306
10,5.85365,4.37036570653845
5,5.8602,3.68802557701598
6,7.7181,5.28428497848252
6,7.49178333333333,4.94832581927237
13,12.1562166666667,5.69775999801505
4,7.75013333333333,5.23941073505532
10,7.19813333333333,5.1259917027168
4,6.28963333333334,6.43971090036909
1,4.6956,3.30089427190212
12,10.38385,6.5137963717113
8,7.41028333333333,5.53606684760426
4,7.83485,6.68302702334843
7,6.4103,6.47174422155426
4,6.93875,5.52873121832152
3,7.28593333333334,4.76678303444085
7,7.6345,6.37894452619109
1,3.3782,0.659798140531856
11,8.27065,5.02302157360569
9,6.57855,4.55996524229036
6,8.46625,5.73869271714813
5,6.09685,4.52624890831242
6,8.05806666666667,5.23236275176036
11,7.9471,3.93855982628606
2,6.38353333333334,3.93932230602887
4,4.55326666666666,4.74531554132756
3,3.728,1.63136201434786
10,8.2945,5.94235846978721
7,5.15641666666667,4.04788716719385
0,4.41918333333334,4.34045306003306
6,6.03921666666666,5.00500008929887
5,6.51805,5.41414830158199
10,13.08555,7.91508088292675
6,6.51885,4.4289853650862
6,6.32598333333333,4.59723244726138
4,6.24895,4.62681198372674
3,6.85196666666666,5.08067289570209
1,1.60881666666667,5.79999319453588
11,8.73871666666666,5.8587045751106
5,6.92335,4.07398026537281
6,8.70971666666667,6.26292834456973
4,2.8586,1.37155932262538
9,9.78566666666668,6.49246859929855
4,5.78185,5.36517459027003
6,7.48428333333333,5.12006687766012
8,8.48381666666667,5.39376252319631
9,5.74561666666666,3.81255435744446
6,4.27581666666666,3.32046384188192
9,7.34951666666667,5.55885738937604
4,7.1182,5.2126079411744
7,6.2589,4.88002556545337
7,7.91133333333334,5.3797506281165
11,7.15248333333334,4.09590651201051
10,10.9003333333333,6.42018904919057
2,5.65758333333333,4.41457640483929
2,4.9701,5.24797652579848
8,8.67068333333334,7.31395464620587
5,7.58765,5.67313526668044
9,7.03326666666667,5.77602041837086
12,8.73163333333333,6.16631862528789
5,5.8602,3.68802557701598
3,11.6869,6.12532411186379
6,6.9218,5.32984145114742
3,5.95681666666667,6.28428039779165
10,10.42175,6.84323587271817
3,4.25553333333333,3.72379183723216
5,5.59261666666667,4.60084796961002
4,5.70745,4.71259509277284
9,8.13931666666667,7.2625003557344
8,8.83475,6.4152753966261
14,9.2179,6.50470114379945
8,6.19411666666667,5.85240409710817
5,4.89683333333334,4.02039713517019
5,6.58595,4.93612621238896
7,6.34346666666667,4.13721279509757
3,4.63923333333333,3.78200966323804
4,6.40573333333333,5.03696293420594
8,8.01116666666668,4.63012347368716
6,6.94813333333333,4.68728927991466
9,7.37681666666667,5.76238483567123
8,7.4527,5.43247914602857
6,6.38083333333334,5.32692039157219
11,7.99923333333333,6.82795758594648
8,5.29461666666666,3.17770287544174
4,6.52478333333334,5.57916130343435
9,6.96904999999999,5.17079860770227
11,7.94671666666667,6.53217191532128
5,5.83236666666667,4.21945490188615
3,7.30001666666667,6.26046248053782
2,2.4047,-1.47650943752611
8,8.75268333333333,5.96087750445183
1,4.39018333333333,3.96820865402603
11,6.92036666666666,4.62592488839211
4,5.09448333333333,4.16704378626963
8,7.28175,6.33720674563186
2,7.33825,6.79177856445291
11,7.43978333333334,5.65878213686448
3,5.37581666666667,2.7861759181897
4,5.02426666666667,3.83965732635307
16,8.51028333333334,5.97903321258637
5,6.6538,6.53223802148115
14,10.0235666666667,6.26738652617378
5,7.00726666666667,4.79026644961074
10,8.25163333333333,6.35981521275239
5,5.40526666666667,4.91155235308013
14,7.6595,5.94350871475996
8,8.6541,6.00332434651299
4,3.7565,2.69304463038696
14,6.99963333333334,5.58016233092205
7,6.45306666666667,5.79223717499649
6,8.07793333333333,6.65263444116246
2,5.01943333333333,4.48954022331385
8,6.2709,4.36181228486911
6,9.14888333333334,6.37857346020054
11,8.0862,6.1293611240505
3,3.02401666666667,1.06710481194623
0,1.07908333333333,1.91936239994916
6,8.33418333333333,6.18960300250906
6,6.32598333333333,4.59723244726138
5,8.81860000000001,6.31428030782231
3,8.0292,5.70323974570172
2,7.72465,5.67233752591941
4,7.11525,4.96666293911218
9,6.40653333333333,4.20486062823759
3,5.5455,3.55985151533187
9,8.21531666666667,6.02986898091633
10,8.0596,4.86871528314195
10,6.65886666666667,5.8787026768347
5,7.6704,5.29633539119427
2,4.93193333333333,4.42583806369518
9,6.3268,4.37669716738104
9,8.39063333333334,6.01938595672731
2,2.46375,1.51430538058698
6,7.24105,6.33438585474815
1,5.2082,5.18653757712399
3,7.45443333333334,5.3802239775612
8,5.87763333333333,5.0387876045607
4,5.75643333333334,4.70661808941069
5,3.34363333333333,2.39513556609855
10,7.97678333333333,5.65996986868165
8,8.50331666666667,6.24672936761872
9,6.50405,4.96140248796588
11,8.43053333333333,4.1520629258949
7,5.99613333333333,4.88228150676655
5,5.81916666666667,4.83257156360096
20,13.46375,8.11581325868762
1,3.1433,2.27845447917585
3,2.73668333333333,0.503813077367282
5,5.6514,4.66934924012509
5,9.78206666666667,4.19802004689426
5,6.83915,4.92546021419989
14,7.90243333333333,5.39629702619188
12,13.7682666666667,6.73985375539002
6,8.68631666666667,6.96345064296704
8,5.81845,4.6176549811674
6,7.56201666666666,5.58347801049706
6,6.0761,4.38655995908369
7,8.22935,6.20800098416491
6,7.68994999999999,5.42132614355232
4,6.27586666666667,4.88070151635999
7,7.13121666666666,5.6968579340771
4,3.26185,1.49656219366597
11,10.3618333333333,6.17924956993953
7,8.12103333333333,4.27968066292097
15,12.23345,6.33998736422781
5,7.51878333333334,4.37123499143381
8,9.62564999999999,6.74430980597868
6,7.05136666666666,5.88746012387619
4,5.83243333333333,5.54246472691222
7,6.07353333333333,4.75955089469162
5,6.11611666666667,5.0722388083169
6,8.08201666666666,4.75245300524307
13,11.1512,4.16279763495521
8,9.27966666666667,7.16609434613808
13,6.81016666666666,4.63786161117299
7,6.6539,5.24452072088619
6,6.38281666666666,4.27836190781383
5,7.23011666666667,5.83238754201217
13,10.8991166666667,6.93798441668534
5,5.04778333333333,3.80080171451167
4,7.42004999999999,7.00485232915492
