"Observed","RF","LMM"
0.692307692,0.730217912071701,0.887541241602793
0.4,0.313712814701017,0.271372830452268
0.173913043,0.4629226065198,0.465910317913332
0.538461538,0.5702823894123,0.303439406720414
0.315789474,0.544324352698033,0.433438580012623
0.8,0.61640718089705,0.522504444197685
0.277777778,0.365494915574534,0.35458976867949
0.32,0.319780509701567,0.263541905329881
0,0.1550682723355,0.245967869147892
0.333333333,0.413939155054384,0.478608135642536
0.318181818,0.453235267376,0.454754216515114
0.285714286,0.367592476404583,0.468259733944327
0.038461538,0.0860415003120667,0.261020760290236
0.28,0.35748359998865,0.529817527406827
0.8,0.458375920638284,0.582411364244271
0.217391304,0.36435098103675,0.344827890060499
0,0.40554786184395,0.333773318470536
0.8,0.579263739015466,0.462384842844478
0.428571429,0.429823463840217,0.606256977579999
0.904761905,0.791507681385983,0.951461179721547
0.647058824,0.644408399523234,0.814308040706263
0.6,0.726880846276701,0.807966468154297
0.05,0.150870935320583,0.37867819671858
0.470588235,0.419252513668033,0.474894467214761
0.769230769,0.690007546826399,0.333820278349448
0,0.236504912423117,0.321805469530482
0.769230769,0.406109605498833,0.380740257133479
0.28,0.356500273664684,0.483179119233663
0,0.334932594681933,0.22266009277933
0.95,0.816589529706133,0.977051722635587
0.6,0.510615718737383,0.302481838156589
0.090909091,0.1713297036268,0.339991071900499
0.6,0.681748323944117,0.541964487727106
0.210526316,0.335636075214067,0.248856346189609
0.210526316,0.128378040960784,0.277344436858373
0.529411765,0.554003935254751,0.365776514452959
0.615384615,0.694233604607883,0.806793815588051
1,0.671275499669633,0.521254367128829
0.214285714,0.193634489977817,0.316462125290748
0.52173913,0.43031927635085,0.547064433639548
0.333333333,0.200101780153317,0.375137335126792
0.705882353,0.32863290760095,0.437765966831483
0.52173913,0.347605743541001,0.502077640413863
0.875,0.760917911874332,0.830306264060202
0.074074074,0.235364005671983,0.282333495327288
0.294117647,0.466149015032283,0.362005890098761
0.285714286,0.157699874405133,0.286941898261642
0.466666667,0.329934240799117,0.426068173575056
0.136363636,0.30576420337095,0.453414672475542
0.333333333,0.275865564802483,0.286756613637366
0.166666667,0.2419887827728,0.302267654165746
0.807692308,0.645096592551766,0.510118500553753
0.266666667,0.5315795044765,0.416419535549764
0.041666667,0.330107727937533,0.366049990966039
0.4,0.533961725440633,0.402287409201242
0.1,0.4984126530946,0.376381834890823
0.210526316,0.486510533459617,0.419297454010845
0.588235294,0.615877860395949,0.304902100399007
0.666666667,0.555060471741799,0.507012754515642
0.862068966,0.694561538969116,0.861235818639747
0.75,0.705864628352401,0.77088010838182
0.88,0.788988975140717,0.830887787294091
0.722222222,0.6929584831185,0.389761713719441
0.714285714,0.699005754809916,0.372054226666873
0.684210526,0.610595348718649,0.331241889537282
0.368421053,0.470778150098967,0.485886933690554
0.1,0.177779087114283,0.292046987706659
0.318181818,0.467313717397483,0.394579105271191
0,0.1656465147804,0.262876153962564
0,0.168605047409134,0.264117080625065
0.56097561,0.635119088228885,0.57293000570126
0.8,0.79522339223265,0.406864731557587
0.44,0.417082018440483,0.395969846661663
0.363636364,0.502932169512716,0.566286286433913
0.210526316,0.368343086737333,0.515701281457765
1,0.748134471121199,0.796642462033249
0.210526316,0.625580583430483,0.35356088755925
